Id,cateId,picS,picB,name,describe,price,originPrice,author,brand,publishDate,isPChome,isNC17,couponActid,BU
QFCB15-A900A8M3Z,DQCD0C,/items/QFCB15A900A8M3Z/000001_1567591532.jpg,/items/QFCB15A900A8M3Z/000001_1567591532.jpg,【家適帝】創新雙骨加穩多格收納鞋櫃 (7層/12格),"【家適帝】創新雙骨加穩多格收納鞋櫃 (7層/12格)\r\n※新一代堅固加厚板材鞋架
※層板可變更位置，適合各種高度的鞋類
※具備兩種小物收納空間，時尚又實用
※占地空間少，充分利用垂直收納
※板材表面多層保護膜，防水耐髒
※日式優雅配色，兩種格數、各三色可選",650,650,,,,1,0,"['C047093', 'C047229', 'C047092', 'C047228', 'C047090', 'C047091', 'C047244', 'C047169', 'C047242', 'C047246', 'C047243', 'C047168']",ec
DQCD01-A900G8O96,DQCD29,/items/DQCD01A900G8O96/000001_1681713709.jpg,/items/DQCD01A900G8O96/000001_1681713709.jpg,【AT HOME】史翠2.3尺白色三門掀式鞋櫃,"【AT HOME】史翠2.3尺白色三門掀式鞋櫃\r\n現代簡約風格
嚴選高級mdf材料
免組裝",3300,3300,,,,1,0,"['C044306', 'C044302', 'C044304', 'C044307', 'C044308', 'C044303', 'C044301', 'C044314', 'C044532', 'C044313', 'C044534', 'C044305']",ec
QFAAL0-A900A3LSQ,DQCD28,/items/QFAAL0A900A3LSQ/000001_1681808105.jpg,/items/QFAAL0A900A3LSQ/000001_1681808105.jpg,ASSARI-輕量鋁合金2.5尺開放鞋櫃(附輪)(寬74*深36*高103cm),"限時降▼原價$2890ASSARI-輕量鋁合金2.5尺開放鞋櫃(附輪)(寬74*深36*高103cm)\r\n輕巧收納，不占空間	
穩固耐用零甲醛	
100%臺灣製	
專人送到府，免組裝",3379,3379,,,,1,0,"{'1': 'C044306', '2': 'C044302', '3': 'C044304', '4': 'C044307', '5': 'C044308', '6': 'C044303', '7': 'C044301', '8': 'C044314', '9': 'C044532', '10': 'C044313', '11': 'C044534', '12': 'C044305'}",ec
QFAB4G-A9007FWU7,DQCD3L,/items/QFAB4GA9007FWU7/000001_1679728380.jpg,/items/QFAB4GA9007FWU7/000001_1679728380.jpg,【Sato】GENKA時間絮語雙門鞋櫃‧幅58cm,"【Sato】GENKA時間絮語雙門鞋櫃‧幅58cm\r\n◆ 究極細膩，卓越日本品牌
◆ 日本專用環保耐久蜂巢板
◆ 大容量最多收納 15 雙鞋
◆ 透氣孔設計，5 層置物空間
◆ 美背設計，不易受潮與發霉
◆ 實木腳提升承重，更加耐用",3414,3414,,,,1,0,"['C044306', 'C044302', 'C044304', 'C044307', 'C044308', 'C044303', 'C047093', 'C047229', 'C047092', 'C047228', 'C047090', 'C047091', 'C044301', 'C044314', 'C044532', 'C044313', 'C044534', 'C044305', 'C047169', 'C047167', 'C047162', 'C047168']",ec
DEDB8S-A900FHUBH,DQCD2G,/items/DEDB8SA900FHUBH/000001_1663317347.jpg,/items/DEDB8SA900FHUBH/000001_1663317347.jpg,【HappyLife】楠竹玄關衣帽收納鞋櫃/原色100CM (Y10807),"【HappyLife】楠竹玄關衣帽收納鞋櫃/原色100CM (Y10807)\r\n一櫃多用 多元置物
雙排掛勾
寬敞平台
向下翻門設計",3468,3468,,,,1,0,"['C044306', 'C044302', 'C044304', 'C044307', 'C044308', 'C044303', 'C047093', 'C047229', 'C047092', 'C047228', 'C047090', 'C047091', 'C044301', 'C044314', 'C044532', 'C044313', 'C044534', 'C044305', 'C047169', 'C047167', 'C047162', 'C047168']",ec
DQCD04-A900GBIYK,DQCD04,/items/DQCD04A900GBIYK/000001_1683863128.jpg,/items/DQCD04A900GBIYK/000001_1683863128.jpg,【HappyLife】玄關翻斗鞋櫃/三門單層120CM (Y11156),"【HappyLife】玄關翻斗鞋櫃/三門單層120CM (Y11156)\r\n佔地面積小
多層款式搭配選擇
加高櫃腳
翻門好收納",3488,3488,,,,1,0,"['C044306', 'C044302', 'C044304', 'C044307', 'C044308', 'C044303', 'C047093', 'C047229', 'C047092', 'C047228', 'C047090', 'C047091', 'C044301', 'C044314', 'C044532', 'C044313', 'C044534', 'C044305', 'C047169', 'C047167', 'C047162', 'C047168']",ec
DEDB8P-A900FU6TM,DQCD2G,/items/DEDB8PA900FU6TM/000001_1670914886.jpg,/items/DEDB8PA900FU6TM/000001_1670914886.jpg,【HappyLife】楠竹製隙縫玄關鞋櫃/十一層40CM (Y10972),"【HappyLife】楠竹製隙縫玄關鞋櫃/十一層40CM (Y10972)\r\n塑藤長虹兩款可選
佔地小大容量
天然楠竹
加寬深度",3488,3488,,,,1,0,"['C044306', 'C044302', 'C044304', 'C044307', 'C044308', 'C044303', 'C047093', 'C047229', 'C047092', 'C047228', 'C047090', 'C047091', 'C044301', 'C044314', 'C044532', 'C044313', 'C044534', 'C044305', 'C047169', 'C047167', 'C047162', 'C047168']",ec
DEABDE-A900BB5MT,DQCD3C,/items/DEABDEA900BB5MT/000001_1619698374.jpg,/items/DEABDEA900BB5MT/000001_1619698374.jpg,【RICHOME】米德蘭鏡面玄關鞋櫃,"【RICHOME】米德蘭鏡面玄關鞋櫃/鞋架/玄關櫃/置物櫃/收納櫃/鏡面櫃 (梳妝鏡面設計)\r\n✓ 高180公分經典木紋玄關置物收納
✓ 頂層空櫃設計，可放置物品
✓ 雙掛勾設計，吊掛衣帽好方便
✓ 底層抽屜收納，滑軌設計順暢開關
✓ 可平坐於置物檯，當穿鞋椅使用",3499,3499,,,,1,0,"{'1': 'C044306', '2': 'C044302', '3': 'C044304', '4': 'C044307', '5': 'C044308', '6': 'C044303', '7': 'C044301', '8': 'C044314', '9': 'C044532', '10': 'C044313', '11': 'C044534', '12': 'C044305'}",ec
CCAA07-A61167801,DQCD3E,/items/CCAA07A61167801/000001_1648100509.jpg,/items/CCAA07A61167801/000001_1648100509.jpg,(好生活)雙門鞋櫃,"TZUMii雙門鞋櫃(2x3尺)\r\n．雙門設計磁鐵固定
．簡單都會風格易於搭配
．平台可放擺設品、鞋盒
．白色+原木色帶出迷人的簡約風采
．附四片活動層板
-----------------------
▼同系列共有原木色│胡桃木可選",599,599,,,,1,0,"['C047093', 'C047229', 'C047092', 'C047228', 'C047090', 'C047091', 'C047169', 'C047168']",ec
QFAA9R-A9008GH1A,DQCD3E,/items/QFAA9RA9008GH1A/000001_1698210857.jpg,/items/QFAA9RA9008GH1A/000001_1698210857.jpg,《阿瑞斯》日式簡約雙門鞋櫃-胡桃木,"《阿瑞斯》日式簡約雙門鞋櫃-胡桃木\r\n●日式簡約雙門設計
●五層大空間收納
●堅固耐用，附門隔絕灰塵
-----------------------
▼同系列共有原木色│胡桃木可選",599,599,,,,1,0,"['C047093', 'C047229', 'C047092', 'C047228', 'C047090', 'C047091', 'C047169', 'C047168']",ec
QFCB1D-A900AMTDT,DQCD2G,/items/QFCB1DA900AMTDT/000001_1588130350.jpg,/items/QFCB1DA900AMTDT/000001_1588130350.jpg,【HappyLife】楠竹三門帶抽屜鞋櫃 (YV9905),"【HappyLife】楠竹三門帶抽屜鞋櫃 (YV9905)\r\n加厚板材	大容量設計
緊密側板、背板設計
抽屜設計，方便收納小東西
層板可上下調節高度",3580,3580,,,,1,0,"['C044306', 'C044302', 'C044304', 'C044307', 'C044308', 'C044303', 'C047093', 'C047229', 'C047092', 'C047228', 'C047090', 'C047091', 'C044301', 'C044314', 'C044532', 'C044313', 'C044534', 'C044305', 'C047169', 'C047167', 'C047162', 'C047168']",ec
QFAA8K-A9008RLA3,DQCD29,/items/QFAA8KA9008RLA3/000001_1666774846.jpg,/items/QFAA8KA9008RLA3/000001_1666774846.jpg,ATHOME-日系簡約2.7尺白木紋二門二抽鞋櫃(80*33*95cm)維尼,"ATHOME-日系簡約2.7尺白木紋二門二抽鞋櫃(80*33*95cm)維尼\r\n◆高級mdf板材
◆細緻木質紋理
◆多重收納空間
‧專人送到府／免組裝
-----------------------
▼同系列共有
2.1尺掀式鞋櫃
2尺二門鞋櫃
2.7尺二門二抽鞋櫃
3.3尺二抽三門鞋櫃可選",3580,3580,,,,1,0,"['C044306', 'C044302', 'C044304', 'C044307', 'C044308', 'C044303', 'C044301', 'C044314', 'C044532', 'C044313', 'C044534', 'C044305']",ec
QFAAIN-A900A59KK,DQCD3P,/items/QFAAINA900A59KK/000001_1664502337.jpg,/items/QFAAINA900A59KK/000001_1664502337.jpg,Peachy Life 北歐多功能雙門鞋櫃/玄關櫃/百葉門鞋櫃(3色可選),"Peachy Life WOORI木 北歐多功能雙門鞋櫃/玄關櫃/百葉門鞋櫃(4色可選)\r\n透氣的百葉門設計
鞋子不再潮濕發霉
霧面感的金屬門把
可依需求調整層板
兩組還可上下堆疊",3580,3580,,,,1,0,"['C044306', 'C044302', 'C044304', 'C044307', 'C044308', 'C044303', 'C047093', 'C047229', 'C047092', 'C047228', 'C047090', 'C047091', 'C044301', 'C044314', 'C044532', 'C044313', 'C044534', 'C044305', 'C047169', 'C047167', 'C047162', 'C047168']",ec
